,index,imdbId,Imdb Link,Title,IMDB Score,Genre,Poster
859,6854,312848,http://www.imdb.com/title/tt312848,Journeys_with_George_(2002),6.9,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTQxMTk0Ml5BMl5BanBnXkFtZTcwMzU3MTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
860,6857,109575,http://www.imdb.com/title/tt109575,Death_Machine_(1994),5.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzc4NDFjODgtNTA3NS00NmZhLTk0M2UtYzhhMzBmMzcwMjVkXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_UY268_CR10,0,182,268_AL_.jpg"
861,6868,86567,http://www.imdb.com/title/tt86567,WarGames_(1983),7.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMTE3OTk3NF5BMl5BanBnXkFtZTcwOTkwNDc3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
862,6872,36969,http://www.imdb.com/title/tt36969,Jane_Eyre_(1943),7.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMzE3MTY1OV5BMl5BanBnXkFtZTgwMDgxNjAxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
863,6890,77745,http://www.imdb.com/title/tt77745,Invasion_of_the_Body_Snatchers_(1978),7.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MTgxMTY2MF5BMl5BanBnXkFtZTgwODg0NTc1MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
864,6892,102181,http://www.imdb.com/title/tt102181,Kafka_(1991),7.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4Mjk4NTgwNF5BMl5BanBnXkFtZTcwMTQ0MDYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
865,6908,93793,http://www.imdb.com/title/tt93793,Project_X_(1987),6.1,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyOTIwMjI0MF5BMl5BanBnXkFtZTcwMTMwMDgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
866,6909,102721,http://www.imdb.com/title/tt102721,Proof_(1991),7.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MTM0NzM1NF5BMl5BanBnXkFtZTgwNjc2MzgzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
867,6911,266308,http://www.imdb.com/title/tt266308,Battle_Royale_(2000),7.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWI1YmQ0ZTctZWM2YS00YWE3LWE0NWUtNGE5YTFiNDlhOTY4L2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR4,0,182,268_AL_.jpg"
868,6918,76590,http://www.imdb.com/title/tt76590,Rabid_(1977),6.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmNjNGY5ZTEtODQ2Yi00ZTFiLTg3YjAtYWQ4NWU1YmZjODY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
869,6927,210358,http://www.imdb.com/title/tt210358,Things_You_Can_Tell_Just_by_Looking_at_Her_(2000),6.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNjE4OTE4N15BMl5BanBnXkFtZTcwMzEzNjAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
870,6931,90563,http://www.imdb.com/title/tt90563,Betty_Blue_(1986),7.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTE4ZjQ2NDYtN2RiMi00NDA0LTg0ZjQtYmVhNDdkYTc0ODcwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL_.jpg"
871,6950,31210,http://www.imdb.com/title/tt31210,Dark_Victory_(1939),7.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmRlOWMxNGEtMDJmZS00YTkyLTg2MzItNjA4ODM2MmQzZDljXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
872,6960,72417,http://www.imdb.com/title/tt72417,A_Woman_Under_the_Influence_(1974),8.2,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDk1NTkwMmItMThiNS00YzliLWJkOTEtMjQzZDhlYWM5ZmEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
873,6966,11841,http://www.imdb.com/title/tt11841,Way_Down_East_(1920),7.9,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5OTI3NTQ4NV5BMl5BanBnXkFtZTgwNDY3NTAwMjE@._V1_UY268_CR1,0,182,268_AL_.jpg"
874,6967,30287,http://www.imdb.com/title/tt30287,Jezebel_(1938),7.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
875,6968,31455,http://www.imdb.com/title/tt31455,The_Hunchback_of_Notre_Dame_(1939),7.9,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NDA1MTYyNF5BMl5BanBnXkFtZTYwNzM4MDI5._V1_UY268_CR6,0,182,268_AL_.jpg"
876,6981,26071,http://www.imdb.com/title/tt26071,Anna_Karenina_(1935),7.1,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MTIxMDkyM15BMl5BanBnXkFtZTgwNDMzMTkxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
877,6984,76327,http://www.imdb.com/title/tt76327,Looking_for_Mr._Goodbar_(1977),6.7,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzAzNjY5NF5BMl5BanBnXkFtZTgwMzcwMjEyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
878,6985,307385,http://www.imdb.com/title/tt307385,Rivers_and_Tides_(2001),8.1,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2NjM3OTc2MDBeQTJeQWpwZ15BbWU3MDA1NjQxNjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
879,6988,87544,http://www.imdb.com/title/tt87544,Nausicaí__of_the_Valley_of_the_Wind_(1984),8.1,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BODJiNmUzYmQtZTNhNS00NjY0LThmYjMtOTliOTM1NTdkYzY1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR3,0,182,268_AL_.jpg"
880,6998,114086,http://www.imdb.com/title/tt114086,Al_di_líæ_delle_nuvole_(1995),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTE0MjU2OV5BMl5BanBnXkFtZTcwNzM5NjAwMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
881,7000,66319,http://www.imdb.com/title/tt66319,Ryan's_Daughter_(1970),7.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDIxMGJkOTUtNGI0ZS00MDcyLWJjOWMtZGU5MTU5MGUzM2M1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
882,7007,93207,http://www.imdb.com/title/tt93207,Wings_of_Honneamise_(1987),7.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MzMwMjkwN15BMl5BanBnXkFtZTcwNTM2ODAwMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
883,7017,28358,http://www.imdb.com/title/tt28358,Things_to_Come_(1936),6.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA2ZTZjMTctNmZiYi00MDA1LWEzZDQtN2JhYjRiNjMyMzEyXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
884,7020,53320,http://www.imdb.com/title/tt53320,A_Summer_Place_(1959),7.0,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDEyNzIxN15BMl5BanBnXkFtZTYwNTMyMjM5._V1_UX182_CR0,0,182,268_AL_.jpg"
885,7022,85935,http://www.imdb.com/title/tt85935,Metalstorm:_The_Destruction_of_Jared-Syn_(1983),3.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTYwMjI5NzEtMDMyZS00MTIxLTgyNmMtYjY3NTVhYTliODNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
886,7029,354696,http://www.imdb.com/title/tt354696,The_Legend_of_Leigh_Bowery_(2002),7.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NTA3NTE5NF5BMl5BanBnXkFtZTcwMjYxMDgyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
887,7030,342804,http://www.imdb.com/title/tt342804,My_Flesh_and_Blood_(2003),8.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjM0MTU2Nl5BMl5BanBnXkFtZTcwMjk0MjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
888,7033,329094,http://www.imdb.com/title/tt329094,Forget_Baghdad:_Jews_and_Arabs_-_The_Iraqi_Connection_(2002),7.7,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzMTI2NjIzNF5BMl5BanBnXkFtZTgwNDQ0NzI2NDE@._V1_UY268_CR4,0,182,268_AL_.jpg"
889,7052,338337,http://www.imdb.com/title/tt338337,Paycheck_(2003),6.3,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_UX182_CR0,0,182,268_AL_.jpg"
890,7056,304229,http://www.imdb.com/title/tt304229,Japanese_Story_(2003),6.7,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NTc4MDY3MF5BMl5BanBnXkFtZTcwNjczMzUyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
891,7062,350194,http://www.imdb.com/title/tt350194,Teacher's_Pet_(2004),5.8,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzM1OTg1NV5BMl5BanBnXkFtZTcwODYwNTQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
892,7066,71577,http://www.imdb.com/title/tt71577,The_Great_Gatsby_(1974),6.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BODI4N2MzNTItZWFmMi00MjhjLWFkODItYThmNjYwODg1ZmRkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
893,7072,61089,http://www.imdb.com/title/tt61089,This_Property_Is_Condemned_(1966),7.1,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWUzMWZjMGMtNjE4ZC00M2NlLWIzOTctMzc5ZTUxMjJkYjUwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
894,7073,93828,http://www.imdb.com/title/tt93828,Real_Men_(1987),6.2,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4Nzk2Nzc1OV5BMl5BanBnXkFtZTcwNzMxMTM4NA@@._V1_UY268_CR5,0,182,268_AL_.jpg"
895,7082,51429,http://www.imdb.com/title/tt51429,Bonjour_Tristesse_(1958),7.0,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzOTY5NTU2NDJeQTJeQWpwZ15BbWU4MDAyNzMyMTAx._V1_UX182_CR0,0,182,268_AL_.jpg"
896,7096,33553,http://www.imdb.com/title/tt33553,Dr._Jekyll_and_Mr._Hyde_(1941),6.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTUzMDNlZDctNWM3My00YTg3LWFhODgtOGI5YmZhYjQ3Y2Y0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
897,7120,84058,http://www.imdb.com/title/tt84058,Heat_and_Dust_(1983),6.7,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MDg3MTc3Nl5BMl5BanBnXkFtZTcwNTc3MzAwMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
898,7124,72730,http://www.imdb.com/title/tt72730,A_Boy_and_His_Dog_(1975),6.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGJhNjZjMTUtZjgyMi00YWZlLTgwMjEtYWMyMDE0ZjQ3N2U4XkEyXkFqcGdeQXVyNDUwMTUxMDU@._V1_UX182_CR0,0,182,268_AL_.jpg"
899,7125,74777,http://www.imdb.com/title/tt74777,The_Last_Tycoon_(1976),6.3,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE4ZWE2ZDYtZDE4Ni00Njg0LWE2ZjctZmY0YTU1MjRjM2U5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
900,7127,64639,http://www.imdb.com/title/tt64639,Marooned_(1969),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzMyNmFhMTMtNGMwMC00NjZjLTlkMzctYWYyODA2NTg3ZTk3XkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_UX182_CR0,0,182,268_AL_.jpg"
901,7132,54673,http://www.imdb.com/title/tt54673,The_Beast_of_Yucca_Flats_(1961),2.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNzk0MDc1M15BMl5BanBnXkFtZTcwNTY1NDYxMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
902,7140,56580,http://www.imdb.com/title/tt56580,The_Three_Stooges_in_Orbit_(1962),5.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjM4Mjg3Ml5BMl5BanBnXkFtZTcwOTE3MzQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
903,7142,289879,http://www.imdb.com/title/tt289879,The_Butterfly_Effect_(2004),7.7,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_UX182_CR0,0,182,268_AL_.jpg"
904,7153,309987,http://www.imdb.com/title/tt309987,The_Dreamers_(2003),7.2,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDU3ODM3OV5BMl5BanBnXkFtZTYwMDE0Njc2._V1_UX182_CR0,0,182,268_AL_.jpg"
905,7154,307109,http://www.imdb.com/title/tt307109,The_Lost_Skeleton_of_Cadavra_(2001),7.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3MDc3Mzk4OV5BMl5BanBnXkFtZTYwODM0MDg5._V1_UX182_CR0,0,182,268_AL_.jpg"
906,7192,74121,http://www.imdb.com/title/tt74121,Allegro_non_troppo_(1976),7.5,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4Njc0MTgxOV5BMl5BanBnXkFtZTcwMDU4NjQyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
907,7199,31385,http://www.imdb.com/title/tt31385,"Goodbye,_Mr._Chips_(1939)",7.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2NzIwMjc5Nl5BMl5BanBnXkFtZTgwMDAwMTAyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
908,7202,301777,http://www.imdb.com/title/tt301777,Robot_Stories_(2003),5.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MzY3NzM4N15BMl5BanBnXkFtZTcwNzc2ODcyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
909,7211,301357,http://www.imdb.com/title/tt301357,Good_Bye_Lenin!_(2003),7.7,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
910,7217,56671,http://www.imdb.com/title/tt56671,Walk_on_the_Wild_Side_(1962),6.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4YzI0NDQtMzU1NS00MzU2LTg1OWMtMDUwMWRhNDc2ZGVkL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg"
911,7227,82964,http://www.imdb.com/title/tt82964,Quartet_(1981),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxODA1OTYzOF5BMl5BanBnXkFtZTcwMzY4NjQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
912,7239,303348,http://www.imdb.com/title/tt303348,How_to_Draw_a_Bunny_(2002),7.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzOTU4MDgxOF5BMl5BanBnXkFtZTcwOTIwNDYyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
913,7245,50839,http://www.imdb.com/title/tt50839,Peyton_Place_(1957),7.2,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
914,7246,318049,http://www.imdb.com/title/tt318049,Searching_for_Debra_Winger_(2002),6.4,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjQxODU3OF5BMl5BanBnXkFtZTcwNDk4MDUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
915,7249,338013,http://www.imdb.com/title/tt338013,Eternal_Sunshine_of_the_Spotless_Mind_(2004),8.3,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
916,7262,299172,http://www.imdb.com/title/tt299172,Home_on_the_Range_(2004),5.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNzI3NzI0OV5BMl5BanBnXkFtZTcwMTM3NDQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
917,7290,74540,http://www.imdb.com/title/tt74540,The_Food_of_the_Gods_(1976),4.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTM0NjM0OV5BMl5BanBnXkFtZTcwNjMzNDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
918,7291,97371,http://www.imdb.com/title/tt97371,Food_of_the_Gods_II_(1989),3.3,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzU4NzAwNl5BMl5BanBnXkFtZTcwNTMxMDUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
919,7315,358590,http://www.imdb.com/title/tt358590,A_Thousand_Peace_Clouds_Encircle_the_Sky_(2003),5.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzU0Mzk2N15BMl5BanBnXkFtZTcwODY1NDUyMQ@@._V1_UY268_CR13,0,182,268_AL_.jpg"
920,7317,308488,http://www.imdb.com/title/tt308488,This_So-Called_Disaster:_Sam_Shepard_Directs_the_Late_Henry_Moss_(2003),6.3,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDU0NTgxMl5BMl5BanBnXkFtZTcwOTg2MjcyMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
921,7320,398872,http://www.imdb.com/title/tt398872,Clifford's_Really_Big_Movie_(2004),5.5,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDEwNjc3Nl5BMl5BanBnXkFtZTcwNjAwMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
922,7323,335121,http://www.imdb.com/title/tt335121,Godsend_(2004),4.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNzE3MTg5Ml5BMl5BanBnXkFtZTcwMTIxNDYwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
923,7348,118845,http://www.imdb.com/title/tt118845,Happy_Together_(1997),7.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODY4MjY2MF5BMl5BanBnXkFtZTcwNTE0MDMzNA@@._V1_UY268_CR3,0,182,268_AL_.jpg"
924,7350,99121,http://www.imdb.com/title/tt99121,Berkeley_in_the_Sixties_(1990),7.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwNTI4MjEzMV5BMl5BanBnXkFtZTcwMjU5ODgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
925,7368,45609,http://www.imdb.com/title/tt45609,Cat-Women_of_the_Moon_(1953),3.6,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5Mjc3NTExNF5BMl5BanBnXkFtZTcwOTAzNTcxMQ@@._V1._CR32,1,265,473_UX182_CR0,0,182,268_AL_.jpg"
926,7380,32943,http://www.imdb.com/title/tt32943,Pride_and_Prejudice_(1940),7.4,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMTYwNzc5MF5BMl5BanBnXkFtZTgwOTI3NzUwMTE@._V1_UY268_CR6,0,182,268_AL_.jpg"
927,7382,41386,http://www.imdb.com/title/tt41386,The_Fountainhead_(1949),7.1,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzYxNTM5NF5BMl5BanBnXkFtZTgwNzE4MzgxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
928,7383,36230,http://www.imdb.com/title/tt36230,Old_Acquaintance_(1943),7.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MzA4MzY0N15BMl5BanBnXkFtZTgwOTQxOTgwMzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
929,7389,103251,http://www.imdb.com/title/tt103251,White_Palace_(1990),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BN2QzNmQ0MzUtNGY5NS00ODVhLWFhMTgtYjM4MmVmNGFlNjFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR0,0,182,268_AL_.jpg"
930,7391,89015,http://www.imdb.com/title/tt89015,Desert_Hearts_(1985),7.0,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4Njk1MDk2OV5BMl5BanBnXkFtZTcwNjE5NDY0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
931,7408,166169,http://www.imdb.com/title/tt166169,Divorce_Iranian_Style_(1998),7.6,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NTUyMzAwNl5BMl5BanBnXkFtZTcwNjUyNzkzMg@@._V1_UY268_CR3,0,182,268_AL_.jpg"
932,7416,112130,http://www.imdb.com/title/tt112130,Pride_and_Prejudice,9.0,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDY4OTU5OF5BMl5BanBnXkFtZTcwOTg5NzAyMw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
933,7424,76941,http://www.imdb.com/title/tt76941,You_Light_Up_My_Life_(1977),4.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NDUzNjY4MF5BMl5BanBnXkFtZTYwNTM3Mzk5._V1_UX182_CR0,0,182,268_AL_.jpg"
934,7436,94033,http://www.imdb.com/title/tt94033,Steel_Dawn_(1987),5.0,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDYyNjY2MV5BMl5BanBnXkFtZTcwOTU1NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
935,7458,58458,http://www.imdb.com/title/tt58458,The_Soft_Skin_(1964),7.6,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjEwNjQxNWYtZGYyMy00YjJiLWFkNGItZjcyYzJlYjU1ODA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
936,7464,346336,http://www.imdb.com/title/tt346336,The_Best_of_Youth_(2003),8.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzRhZmQ1OTItZTMwNC00MmRmLTgxNWEtNDg4YmMxZTI5NGI0XkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY268_CR3,0,182,268_AL_.jpg"
937,7477,107009,http://www.imdb.com/title/tt107009,Ghost_in_the_Machine_(1993),4.4,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MDMyNDE0NV5BMl5BanBnXkFtZTcwMzUwNjczMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
938,7479,187859,http://www.imdb.com/title/tt187859,Genghis_Blues_(1999),8.0,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAwNTI4NTczNV5BMl5BanBnXkFtZTcwNDE3NDQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
939,7482,80461,http://www.imdb.com/title/tt80461,"Bon_Voyage,_Charlie_Brown_(and_Don't_Come_Back!!)_(1980)",7.4,Animation,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTA1ODI0ZGQtNDkwOS00ZmNkLWEwYTAtMmY2ZDBiOGQ3M2MzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
940,7500,206681,http://www.imdb.com/title/tt206681,Demon_Lover_Diary_(1980),6.5,Documentary,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjI5MDk2OWItMzhmMC00NzI0LTlmYjAtMDk1NzcwNmYzYWY4XkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
941,7501,232611,http://www.imdb.com/title/tt232611,Second_Skin_(1999),6.5,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcxNWVjODItYWQ0My00Yzc1LTk1NmQtNjlhYmM0MjM0ZmRlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR5,0,182,268_AL_.jpg"
942,7502,114846,http://www.imdb.com/title/tt114846,Victory_(1996),6.3,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMzgxNzg5N15BMl5BanBnXkFtZTcwMTA3NzYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
943,7504,284978,http://www.imdb.com/title/tt284978,Cypher_(2002),6.8,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzdiZGMzNmEtYWYzYi00ZjA5LWI0NzYtMzAzYmZjNWZmNDhkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
944,7527,295743,http://www.imdb.com/title/tt295743,Friday_Night_(2002),6.8,Romance,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTE5NzU0N15BMl5BanBnXkFtZTYwNDA3ODk5._V1_UY268_CR9,0,182,268_AL_.jpg"
945,7538,58700,http://www.imdb.com/title/tt58700,The_Last_Man_on_Earth_(1964),6.9,Sci-Fi,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA0MzRhYWMtMGUxYi00NmQyLWEyOWYtMGI4NjM3ZDE5NTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
